küyüm küyüm pingi;se le dice;It is told;;;
üyüu wente;alla encima;there;;;
ngenkülelu tüfi;ese que parece dueno;The one that seems owner;;;
ngenkülelu;ese que parece dueno;The one that seems owner;;;
feyta feymu ta;pues por eso;Well, that's why;;;
rupa duami;se le paso el sentido;The meaning is made;;;
fey ramtungerki;creo que le preguntaron;I think they asked him;;;
eymi ta femkakimi tata pingerki;yo creo que a usted le paso eso tata le dijeron;I think that happened to you, they told you;;;
feypirki kisu;creo que el dijo;I think he said;;;
inche may;pues a mi;well, to me;;;
femkaken pi;me paso dijo;He said;;;
femkelafuy feyta wüyürki;no le habia pasado creo que tuvo mareo;I hadn't happened to him, I think he had dizziness;;;
ütrüfpüwürki wenuntunke pingerki;creo que se cayo de arriba se dice;I think it fell from above it is said;;;
rüf ngollilen tripapaturki;salio como emborrachado;He got drunk;;;
inche may femkaken ta;a mi me pasa eso;That happens to me;;;
ta piürki;creo que dijo;I think he said;;;
niefin tachi kutran pirki;tengo una enfermedad dijo;I have a disease said;;;
y mülefuy ta machi;y existe la machi;And there is the machi;;;
welu tuchi kume pelotulayu;pero no lo diagnosticaron bien;But they did not diagnose it well;;;
femi may pingelay;eso  le paso no le dijeron;That happened to him did not tell him;;;
tachi kude machi engu miawi;andaba con la machi anciana;He was with the old woman;;;
fey carmen pingi;se llama carmen se dice;His name is said;;;
kuse machi nga;la anciana machi;The old woman;;;
müli dewko kimlafimi;esta en deuco no lo conoces;It is in Deuco you do not know;;;
feytachi kuse machi;a esa anciana machi;To that old woman Machi;;;
feyta miawleyu;esa lo anda trayendo;that is bringing it;;;
feymu ta tu kutrani;por eso se enfermo;That's why he gets sick;;;
feymu ta tu kutrani;habia escarcha pero yo;I had frost but I;;;
cheu ta müli tachi ko;donde esta el agua;where is the water;;;
lukutumen truf truf truftruf ngiko;me fui a rodillar donde el agua esta mas correntosa;I went to surround where the water is more corrected;;;
fau küchulay ñi ükülla;aca no se mojo mi rebozo;here does not get my rebozo;;;
welu küchulay ñi ekülla;pero no se mojo mi rebozo;But my rebozo is not wet;;;
feyta re kuchun fau müten;solo me moje aqui no mas;just get here no more;;;
ropa ta yelngen;me llevaron ropa;They took me clothes;;;
müli ta kiñe laguna tati tüfa;ahora hay una laguna;Now there is a lagoon;;;
fentepelay chuw nagkichi yag yag;yo creo que es de ese porte donde baja;I think it's that bearing where;;;
wechun wechun;arriba arriba;up up;;;
fucha wente wechuntu;alla en lo mas alto;there at the top;;;
müli ko wenu;arriba hay agua;Above there is water;;;
müli müley;hay existe;There is;;;
kom müli tachi charutuwe tati;todos tienen un tiesto pues;They all have a pot because;;;
kom ta ni charutuwe;todos tienen tiesto;Everyone has a pot;;;
itrofill felewekafuy;de todo quedaron asi;Everything remained like this;;;
pütra wente ngemen tati;fui alcanzar bien arriba;I was enough up;;;
anay koñintu;pues sobrino;Well, nephew;;;
fey tañi amuleal;para que siga;To continue;;;
dewma tañi ngellipufengeal;haciendo su rogativa;making your rogative;;;
tutemefiñ tutemefiñ;le agrade le agrade;You like;;;
feyta montuy;pues se salvo;Well, it was saved;;;
chumngechi tami mongey tati;como viviste tu vida pues;How did you live your life then;;;
feytachi ngen;este dueno;This owner;;;
winkulngelu kafey tutefimi;le agradaste al que estaba en el cerro;You liked the one on the hill;;;
ka fey tutefin ka;a ese tambien le agrade;That also loves;;;
fey tutefin witrampayay;a ese le agrade vendra a levantar;That will be like to lift;;;
feyta witrapaki tachi;pues viene a levantar;Well come to lift;;;
feyta witrapaki tachi;la anciana machi llega;The old woman arrives;;;
eymi kompa püllüyem;cuando entra el espiritu del fallecido;When the spirit of the deceased enters;;;
kompapüllüyem;cuando entra el espiritu del fallecido;When the spirit of the deceased enters;;;
feyta witrapaki;pues viene a buscar;Well come to look for;;;
feyta pepakevi tañi wentru;pues viene a ver a su hombre;Well come to see his man;;;
pentukupakefi chumlen;viene a saber como esta;come to know how this;;;
feyta fiskü piwkelen may;pues tengo mi corazon frio;Well I have my heart cold;;;
eymi tati nien mu nga;a usted te tiene;You have you;;;
femngechi filewngetunmu;asi esta;So is;;;
feyta pewpapefiñ piki;pues los suenos dicen;Well the dreams say;;;
welu muna kaley ñi dungun;esta rara su forma de hablar;This rare is your way of speaking;;;
lafkenche dungun ngi;habla como la gente de la costa;speak like the people of the coast;;;
kulay pi kalku pi;dice brujo dice;Says Brujo says;;;
feyta feypipaki tañi dungun tati;asi se decia su forma de hablar pues;This is how his way of speaking was said then;;;
feyta lafken machi tati;es una machi de la costa pues;It is a machi of the coast because;;;
lafken machi;machi de la costa;Machi de la Costa;;;
lafken machi tati;machi de la costa pues;Machi de la Costa well;;;
chem man ta pilay  lafkenpial;que cosa no quiso para decir de la costa;What did not want to say about the coast;;;
inchin ta nome piyin;nosotros decimos al otro lado;We say on the other side;;;
kichuengün pulay;ellos;they;;;
lafken che machi;la machi es una persona de la costa;La Machi is a person on the coast;;;
feyta müchaypüle;pues cuando llegue el momento;Well, when the time comes;;;
pichi müchaypüle;de a poco cuando llegue el momento;little by little when the time comes;;;
pial pichi kulay püle;para decir;to say;;;
püle pi kulay pi kalelay;no es distinto;It is not different;;;
kam tüfi kaley tati koñint;o eso es distinto sobrino;or that's different nephew;;;
kali tachi pu ngüneluwun;son distintos pues los primeros;They are different as the first;;;
kali tachi pu ngüneluwun;con ese pues;with that then;;;
feyti wechuntu ta fey;ahi arriba pues;there up then;;;
ka fey tutemefin ka;tambien le fui a agradar;I also pleased him;;;
fey tutemefin tati;pues le fui agradar;Well, I was pleased;;;
somo ka fey;esa es mujer;That is a woman;;;
ka fey somo welu;pues la mujer;Well, the woman;;;
epu li ti müli wentru müli domo;hay dos esta el hombre esta la mujer;There are two the man is the woman;;;
müli wentru machi;hay machi hombre;There are Machi Man;;;
müli somo machi;hay machi mujer;There is a woman;;;
epu li tayau;hay dos tipos de machi;There are two types of machi;;;
epu li tayau;la fuerza;the force;;;
epu li tayau;en la montana pues;In La Montana well;;;
fey am tukulkelu ko;como le echa agua;how water throws;;;
fey fey wülki ta ko;ese ese da agua;That gives water;;;
feyta mawelfe tati;ese esta enrollado pues;that is rolled then;;;
mawelfe tüfi;ese esta enrollado pues;that is rolled then;;;
mawelfe;enrollado;Rolled;;;
kümi pina sikuta pi ta winka;es bueno dijo cicuta dice los huinca;It is good said Imuta says Los Huinca;;;
fey kümipi;ese es bueno dijo;That is good said;;;
mongetuy;se mejoro;it got better;;;
mongetuki;se mejoro;it got better;;;
fey femngechimu feypipi;entonces asi pues eso dijo dijo;So so, said said;;;
wawyumuam kay;en la hemorragia pues;In bleeding then;;;
chem chi kümefuy peñi;que sera bueno hermano;that will be good brother;;;
wawyukelukay;si le da hemorragia pues;If it gives it hemorrhage then;;;
wawyukelu;le da hemorragia pues;gives it hemorrhage because;;;
fey kimlan chi;eso no se pues;I don't know so;;;
kimlaymi;no lo conoces;You don't know him;;;
feyta  elür kimlan pikefin;entonces no se les dijo;then they were not told;;;
fey kimlan;eso no se;I do not know that;;;
inalechikay;va atras pues;It goes back;;;
kimwetripay;lo llego a conocer;I get to know;;;
ka kiñe kutran müli tüfa;tambien una enfermedad hay ahora;There is also a disease now;;;
eh welngi kelaymi;he no te ha fracturado;I have not fractured you;;;
trafokelaymi eymi;no te ha quebrado usted;You haven't broken you;;;
no femkelan;no hago eso;I do not do that;;;
allfükelaymi;no ha tenido accidente;has not had an accident;;;
poco no mas pichiken ten;poco no mas poco no mas pues;little no more no more well,;;;
pichikelu müten;cuando eramos  chicos no mas;When we were guys no more;;;
pero   no muchos kimlan;pero no mucho se;But not much I know;;;
trafon inche;me quebre yo;I think;;;
welngiki pichiken kuwü;me he fracturado un poco las manos;I have fractured my hands a little;;;
feyta pichiken chem;entonces poco eso;So little that;;;
pero   no mucho poco no mas;pero no mucho poco no mas;But not much no more;;;
pichin müten;poco no mas;Little no more;;;
pichin kisutu witrakefin;poco solo lo tiraba;Little just threw it;;;
famngechi;asi pues;so that;;;
fey kisutu nortuki;entonces solo se enderezaba;Then only straightened;;;
chemtuki areglawtuki;solo se arreglaba pues;It was only fixed then;;;
femngechi nay;asi es pues;That's right;;;
pitalkonkelaymi;no te ha hospitalizado;He has not hospitalized;;;
no konkelan;no ha entrado;It has not entered;;;
fante tremkülewen;los anos que tengo;The years I have;;;
konkelan pitalmu;no ha entrado en el hospital;He has not entered the hospital;;;
feyta klinikamu miawken;entonces ando en la clinica;then I walk in the clinic;;;
pitalkonkelan;no entro en el hospital;I do not enter the hospital;;;
konkelaymi pitalmu;no entra en el hospital;Does not enter the hospital;;;
konkelan;no entro;I do not enter;;;
konkelan hermano;no ha entrado hermano;He has not entered brother;;;
femgechipu;asi es pues;That's right;;;
kuifi ngekelafuy pital pingitati;ante no habia hospital dicen pues;Before there was no hospital they say then;;;
kuifi;ante;in view of;;;
feyta soy kuifi pemay hermano;eso mas ante sera pues hermano;That's more before it will be therefore brother;;;
fey inche;entonces yo;then I;;;
feyta pütrakuifiñ;entonces antiguamente;then formerly;;;
müleki pital;habido hospital;There have been a hospital;;;
soy pütra kuifi;mas ante;More before;;;
ta ngekepeafuy amfe;no creo que habia;I don't think there was;;;
fey soy kimlan ke;eso si que mas no se;That is not;;;
ta pütra kuifichenoan inche;si no soy persona tan antigua yo;If I'm not such an old person I;;;
fey galvarinu ta müleki pital;entonces en galvarino habia hospital;So in Galvarino there was hospital;;;
inche pichi wentrungen;yo era nino chico;I was a child;;;
cholchol ka mülekefuy pital;chol chol tambien habia hospital;Chol Chol was also hospital;;;
fey ese pital particular pingi;ese ese hospital particular dicen;That private hospital they say;;;
feyti pu gringo;ese de los gringo;that of the gringo;;;
fey sewmakaupuy;eso pasaron hacer;That happened;;;
pital engün;hospital ellos;Hospital them;;;
niepafungün asi pital;tuvieron asi hospital;They had like that hospital;;;
welu fey puche;pero entonces la gente;But then the people;;;
fey como particular pingi;eso como particular le dijeron;That as individual told him;;;
fey kofrangekefuy chepu;entonces le cobraba las gentes pues;Then the people charged him then;;;
kofrangekefuy pu mapuche;le cobraba a los mapuche;I charged the Mapuche;;;
pu winka;los huincas;The Huincas;;;
feymu fey lawentungekefuy;ahi entonces le habian hecho remedio;There they had remedied him;;;
feyta ahora;entonces ahora;then now;;;
fey gobierno;eso es de gobierno;That's government;;;
feyta minicipalidad reke;entonces como municipalidad;then as a municipality;;;
tukunengi chi pital peno tati;lo colocan los hospitales creo pues;The hospitals are placed, then I created;;;
feyta fey cofrangelay;entonces eso no lo cobra;So that does not charge;;;
feyta wariamu;entonces en el pueblo;then in the town;;;
feyta rume küme pital;ese muy buen hospital;That very good hospital;;;
ngewetuy despu pu;era despues pues;It was then;;;
fey feychi pital;entonces ese hospital;So that hospital;;;
fey desamangetuy;entonces lo desarmaron;Then they disarmed it;;;
ngelay pital;no hay hospital;There is no hospital;;;
re escribi kantu meki;puro como que estaban escribiendo;pure like they were writing;;;
doctor pu;los doctores pus;The doctors pus;;;
püta ñiwa amfe;gran pillo si;Great pillo yes;;;
inperial müli pital temuco;imperial hay hospital temuco;Imperial there is a Temuco hospital;;;
fey inche kimpan pital;entonces yo vine a conocer hospital;So I came to meet Hospital;;;
müleki mision araukana pingeki;habia mision araucana se llamaba;There was Araucana mission was called;;;
fey kimpan pital;entonces vine ha conocer hospital;Then came to know Hospital;;;
gringo ñi pital;hospital de los gringo;Los Gringo Hospital;;;
gringa müleki pingi;gringa habian decian;Gringa had said;;;
pero   kofawayin;pero lo vamos ha cobrar;But we go charging;;;
pili;dice;He says;;;
piki;le dice;He tells;;;
fey condicion;es con condiciones;It is with conditions;;;
fey nienole plata;eso que no tienen plata;What do not have money;;;
o pontro küpalaymün;o frazada vana traer;or vain blanket bring;;;
valugaymawayin pontro;le vamos a valorarlo frazada;We are going to value the blanket;;;
fey lawen piwayin;ese remedio le voy a decir;I will tell that remedy;;;
mongepayan;me voy a venir a mejorarme;I'm going to improve myself;;;
kutranünmu pingerki;por enfermarse que le dijeron;to get sick that they told him;;;
chi pu mapuche;eso los mapuche;That the Mapuche;;;
pu domo o pu wentru;las mujeres los hombre;women man;;;
feyta yekingün piam;entonces llevaban dicen;Then they said;;;
pontro nielu;frazada el que tenia;frazada who had;;;
fey nielan plata tati;eso no tengo plata pues;I don't have money, then;;;
pirki chi gringa pingi;que dijo la gringa dicen;What the gringa said they say;;;
fey pontro elelngemeki;entonces frazada le iban a dejar;Then they were going to leave him;;;
fey pontro yetukefi pingi;esas frazada se lo lleva dicen;Those blanket takes it say;;;
otro pais otro otro pais;otro pais otro otro pais;Another country another country;;;
he soy soy entutuki kullin engün;he mas mas sacan plata ellos;I have more draw money they;;;
soy entutuy;mas sacan;But they take out;;;
soy entutuy plata engün;mas sacan plata ellos;But they take money;;;
pontro makuñ pingi;con la frazada manta dicen;With the blanket blanket they say;;;
peñi;hermano;brother;;;
fey ka kiñe chem müli;entonces tambien una cosa hay;So there is also one thing;;;
he kimlaymi lawen;he no conoce remedio;I have no remedy;;;
llangkünuam lonko;para que no caiga el cabello;so that the hair does not fall;;;
kiñeke müna llangküki lonko;alguno se le caen mucho el cabello;Some fall a lot of hair;;;
no kimlan hermano;no se hermano;I don't know brother;;;
soy kimlanchi;mas no se si;I don't know if;;;
kimlanchi kimlan;no se no lo se;I don't know;;;
kiñeke peynetuy;alguno cuando se peina;Some when combing;;;
rume entuki ñi loko yengün;mucho sacan su caballo pues;They get their horse a lot then;;;
femkipu;asi  hacen pues;So do;;;
müli lawen pingefuy;hay remedio dicen;There are remedy say;;;
feypingekerkimi;que te lo daban a conocer;that they made it known;;;
soy kimlanke;mas no se si;I don't know if;;;
soy kimlan;mas no se;but I don't know;;;
kimlafimi tüfey;no lo conoce eso;does not know that;;;
no soy kimlan;no mas no se;no more;;;
ka kiñe weda kutran müli tüfi;tambien una mala enfermedad hay pues;There is also a bad disease therefore;;;
he chem pingi ama tüfa;he como se llama esto;I have this name this;;;
mapu kutran piki ta mapuche;enfermedad de la tierra dicen lo mapuche;Earth disease say the Mapuche;;;
ya chümchi;ya que le ocurre;since it happens;;;
sobre parto pingi;sobre parto se llama;About childbirth is called;;;
kimlafimi;no lo conoce;He doesn't know him;;;
feyta kümi chem pikingün chi;entonces es bueno eso dicen pues;So it's good so they say then;;;
este chilko kümi pingi;este chilco es bueno se llama;This chilco is good is called;;;
ah chilko;ah chilco;Ah Chilco;;;
chilko seco serapu;chilco seco sera pues;Chilco Secra will be therefore;;;
putokongeki;se bebe;You drink;;;
fey amkümngekepelamfe;entonces se seca creo;Then I dried;;;
fey doy kimlan ke pi;eso mas no se dijo;that but not said;;;
fey chilko pingi küme;entonces chilco se llama es bueno;So Chilco is called is good;;;
fey sobre partumu;eso para el sobre parto;That for the envelope;;;
chilko lawen chilko kimnefimika;remedio chilco chilco lo conoce pues;Chilco chilco remedy knows him then;;;
fey chemka klor chilko penow;eso pues tambien flor de chilco creo;That is also Chilco Flor I think;;;
kom kom pichike mamüllkülen;todo todo con un  poco de  palito pues;Everything with a little stick because;;;
ka feyti chi chem tapülkülen ko;tambien eso  con hoja;So with a sheet;;;
pütokongi;se bebe;You drink;;;
pütokongeki pu;se bebe pues;You drink then;;;
ka amküngeki parece;tambien se seca parece;It also looks like;;;
fey kümi pingi;eso es bueno  dicen;that's good say;;;
chilko;chilo;Chilo;;;
müna lechi kano;es muy bueno pues;It is very good then;;;
fill mapu nieprki lawen tüfamay;todos tipo de tierra tienen remedio pues;All type of land have remedy then;;;
fill pu müli pu;distinta tierra hay pues;different land there is therefore;;;
kiñe rumen mapu;en una sola clase de tierra;In a single land class;;;
inchin ta  aukariapillin;nosotros araucaria decimos;We Araucaria say;;;
lawenmu he ke;con el remedio pues;with the remedy then;;;
kimnochi che;como no conoce la gente;How do people know;;;
kimkalay mütenpu;no sabe no mas pues;He doesn't know no more well;;;
kimlu;si sabe;If you know;;;
fey maumeno mi sungu;entonces mas menos tiene las cosa;So more less has the thing;;;
femngeki ñi ñuke;asi era mi madre;So was my mother;;;
feyta kimngefuy lawenka;entonces conocian remedio pues;then they knew remedy then;;;
fey femngenolu;eso que no es asi;what is not so;;;
ka de tanto;tambien de tanto;also so much;;;
fey ramtulu;entonces si pregunta;So if he asks;;;
fey ka kimi pu;entonces tambien sabe pues;So also knows;;;
feymulay;no es para eso;It's not for that;;;
pero femnolu femlay pu;pero el que no lo hace no lo hace pues;But he who does not do it, then;;;
ruminten;pasa no mas;It happens no more;;;
pünorupuafuy;puede pasar ha pisarlo;It can happen has stepped on it;;;
rume lawen kimlafi;el remedio no sabe pues;The remedy does not know then;;;
punorpuafuy rume;puede pasarlo pues;It can happen then;;;
kimlay pu;no sabe pues;He doesn't know then;;;
de to lawen müli;de todos tipo de remedio hay;of all types of remedy there are;;;
pütrün lawen müli pingipu;mucho remedio hay dicen pues;There are much remedy, then they say;;;
waumu mawidamu e;en la quebrada en la montana;In the ravine in La Montana;;;
leufupüle;por el rio;by the river;;;
itro fill püle müli lawen;en todas parte hay remedio;There is everywhere remedy;;;
claro com püle müli lawen pu;claro en todas parte hay remedio pues;Of course there is a remedy then;;;
wau müli;en la quebrada;In the ravine;;;
ina leufu compu;orilla del rio en todas partes;river shore everywhere;;;
com müleki pu;todo hay pues;There is everything there;;;
chumngeluchi fentre tripay;por que sera salio harto;Why will it be fed up;;;
wedake kutran tüfa;enfermedades males ahora;evil diseases now;;;
kuifi kutran ngekelafuy;ante no habian tanta enfermedad;There were not so much disease before;;;
tüfa como por ejemplo;ahora como por ejemplo;now as for example;;;
pichi he chempingiama;poco he como que se llama;Little I have called;;;
he dia veti cancer;diabetes cancer;CANCER DIABETES;;;
ka tichi he cancer;tambien ese cancer;Also that cancer;;;
nielay lawen pingeki;no tiene remedio dicen;has no remedy say;;;
claro;claro;Sure;;;
kiñe maw ka kimlafimi;un tambien no lo conoce;A does not know it too;;;
chemu kümen chimatukelu;en que sera se;what will;;;
feyti chi chem ponon;ese el pulmon;That the lung;;;
chem pingefuychinga pingi;como se llamara dicen;what's the name of say they say;;;
fey ti chem pipiminga;ese lo que dijo pues;That what he said then;;;
chempipimiama;que dijo era;What he said was;;;
cancer;cancer;cancer;;;
cancer mu;para el cancer;For cancer;;;
pero   kimnekefun;pero lo sabia;But I knew;;;
fey ngünesuamwetulan müte;eso ya no lo recuerdo no mas;I don't remember that anymore;;;
müli pingi;hay dicen;There are say;;;
cancer mu lawen müli;para cancer hay remedio;For Cancer there is remedy;;;
cancer ni lawen parece;cancer tiene remedio parece;Cancer has remedy seems;;;
mapuchemu;en mapuche;In Mapuche;;;
sí;si;Yes;;;
pero   ni lawen müten;pero si tiene remedio no mas;But if you have no more remedy;;;
cancer pifuy o kan nielay witra;cancer dicen o no tiene;Cancer say or does not have;;;
total ke ngüneduamkelan mute;total que no lo pienso no mas;Total that I don't think about it anymore;;;
fey kimlan müte;entonces no se mucho;then I don't know much;;;
femngechi;asi es pues;That's right;;;
welu mülepika;pero habra pues;But there will be;;;
mülika mülika;existe pues existe pues;It exists therefore there;;;
feyta feypilayaymi hermano;eso no lo va decir hermano;That is not going to say brother;;;
fey feyta chem ta;eso entonces que pues;That then;;;
entuafuluta tain  kutran;el que saca la enfermedad;The one who takes out the disease;;;
fey kürüf müten;eso el viento no mas;That the wind no more;;;
ta entupay kutran;tambien saca enfermedades;It also takes disease;;;
de todo kutran ka;de todos tipos de enfermedades pues;of all types of diseases because;;;
komo kalle reke am nielu inchin;como calle parece que tenemos nosotros;As a street it seems that we have us;;;
kürüf ta inchin;el viento ha nosotros;The wind has us;;;
kayñetuneymu;nos tiene mal;It has bad;;;
hojala fillantü;ojala todos los dias;I hope every day;;;
langümkunumekelimu;nos pudiera matar;I could kill us;;;
chemu chemu;en eso eso;In that;;;
kualquiera traba tukuki ta kürüf;cualquier traba coloca el viento;Any lock puts the wind;;;
feyta dios feyta femkilnge;entonces dios ese no haga eso;So God does not do that;;;
femekekilngemten pipiengi;no haga eso le estan diciendo;Do not do that they are telling you;;;
kuifi tripakefuy pika;ante salia carbunclo bacteriano;Before Salia Carbunlo Bacterial;;;
pika kullin;carbunclo bacteriano de animales;Animal bacterial carbunclo;;;
lef lakefuy manzun pingi;de repente se morian los animales dicen;Suddenly the animals die;;;
inche pichi kimpan poco;yo poco vine a sabe poco;I came little know little;;;
pero ahora ngewelay;pero ahora no queda mas;But now there is no more;;;
gracia a dios;gracia a dios;Thank God;;;
y ngewelay feychi kutran;y no queda esa enfermedad;And there is not that disease;;;
ese kutran muy terible;esa enfermedad es muy terrible;That disease is very terrible;;;
mataba animal artiro;mataba animales inmediatamente;I killed animals immediately;;;
feyti pika kutran;esa enfermedad carbunclo bacteriano;That bacterial carbunclo disease;;;
fey aremu tripaki pingi;eso por el calor sale dicen;That for the heat comes out they say;;;
pero ta mülekefuy are;pero si habia calor;But there was heat;;;
tripawelay;no sale mas;It doesn't come out anymore;;;
kitangi feyti kutran;se controla esa enfermedad;This disease is controlled;;;
afi chi kutran;termina esa enfermedad;That disease ends;;;
ahora pika pika pingeki;ahora carbunclo bacteriano se llama;Now bacterial carbunclo is called;;;
langümkelafuy che;no lo habian matado la gente;people hadn't killed him;;;
pünakelafuy chemu;no se pega en la gente pues;Do not stick in people then;;;
fey chemu ka pünaki;entonces en eso tambien se pega;So in that also sticks;;;
langümki pingellimay;mata se dice pues;kill is said then;;;
wünetu femürki che;la ves pasada le paso eso la gente;The past people spend that people;;;
nageltu kuifi;hacia abajo ante;down before;;;
kiñe profesor wentru he;un profesor hombre;A man teacher;;;
yeparki kiñe like;fue a buscar una paleta;He went to look for a palette;;;
chemu pingi ñukentu pingi;en eso dicen tia materna dicen;In that they say maternal aunt say;;;
chenga kam no como;eso pues tampoco no como;That is not like;;;
fey ngeparki pingi;entonces vino alcanzar dicen;Then came they say;;;
familia mu ngepay;en la familia vino alcanzar;In the family came to reach;;;
fey feychi kawellu;entonces ahi el caballo;Then there the horse;;;
fey amka rüpü;entonces la mitad del camino;then half the way;;;
pikay ti kawellu pingi;le dio carbunclo bacteriano dicen;gave bacterial carbunclo they say;;;
feymu fey akukulu;ahi entonces cuando llego;there then when I arrive;;;
fey küme kuñifall pingelu kay tati;entonces un buen huerfano que le dijeron pues;Then a good orphan that they told him then;;;
kisu mayta ka küpalnepi plata;el tambien traia plata;He also brought money;;;
profesorngi;es profesor;is teacher;;;
küpange pingeki;venga le dicen;Come on;;;
kofinche müli;persona bebida habia;Drink person had;;;
fey peparki ñi kiñe ñuke;entonces que vino haber una madre;So how a mother came;;;
ñe ñeñe parece;parece;It seems;;;
fütangepatulu;cuando se vino a casarse;When he came to get married;;;
fey parece pepafi;ese parese que lo vino ha ver;that pairs that came to see it;;;
fey mu fey femlu;ahi entonces cuando le paso eso;there then when that happened;;;
fey pepay ñeñe pingi;entonces vino haber la esposa del tio paterno dicen;Then there came to the wife of the paternal uncle say;;;
feymu fey ka ñi peñi;ahi entonces tambien su hermano;then his brother too;;;
ka pepafi;tambien lo vino haber;also had it;;;
pemean pirki;tiene que irme haber;I have to go;;;
pemeafin pirki;lo voy a ir haber que dijo;I'm going to have said;;;
pulku küpanepela anfe;seguramente que trago vino;Surely I swallow wine;;;
fey doy kimlan femngechi;eso si mas no se pues;That if I don't know but;;;
fey feychi kawellu;entonces ese caballo;So that horse;;;
rume matu küpapimay;muy rapido vendria;Very fast it would come;;;
chumngeluchi;no se como;I do not know how;;;
fey putupay pingi;entonces vino a tomar dicen;Then came to take they say;;;
feychi kawellu;ese caballo;That horse;;;
fey pun larki;entonces murio en la noche;Then he died at night;;;
lay puken pun;murrio en la noche del invierno;Murrio on winter night;;;
pun lay;en la noche murio;At night he died;;;
fey kisuengün;y  ellos;and them;;;
kom komputuluengüfey;cuando todos entraron;When everyone entered;;;
fey kurewen keche;entonces persona matrimonio;Then marriage person;;;
a kiñe mu kuduyngun;en una sola parte durmieron;in a single part they slept;;;
feymu fey piliwen;ahi entonces en la manana;then in the morning;;;
fey pengi lay ti kawell;entonces lo vieron muerto el caballo;Then the horse saw him dead;;;
ile kutranpelay;si comio se enfermo;If he got sick;;;
feyti pingi;ese dijeron;That said;;;
ilotuafiyin pirkingün;lo vamos a carnear que dijeron;We are going to beaten that they said;;;
fey ka apiñ ilolingün;entonces tambien rapidamente lo carnearon;So also quickly fucking him;;;
putulechi che am;como estaban bebido la gente;how were people drunk;;;
küpa ilotukelu;tenian gana de comer carne;They had meat;;;
ilopefingün;lo carnearon;They got meat;;;
fey wiru filu engün;entonces cuando lo descueraron;then when they miscalked about it;;;
fey ngülarkefi;entonces lo abrio;Then he opened it;;;
irkingün ke kawellu;que comieron pana de caballo;who ate horse corduroy;;;
o kuda kuda kawell;o el rinon del caballo;or the horse's rhinon;;;
perke karütufingün;lo comieron crudo;They ate him raw;;;
ke malu;la pana infectada;The infected corduroy;;;
fey chi puche engün;esas gentes pues;those people then;;;
chawüm che piam;un parva de gente dicen;A pair of people say;;;
lay pichikeche;murio ninos chico;Chico Chico;;;
pütrakeche;persona grande;big person;;;
y fichi pika engün;que comieron carbunclo bacteriano;who ate bacterial carbunclo;;;
karütu fichi pika ngichi kawell;lo comieron crudo el carbunclo bacteriano que tenia el caballo;He was ate the bacterial carbunclo that had the horse;;;
ay lo mato todo artiro;ahi lo mato todo rapidamente;There I kill everything quickly;;;
langüfi pingi;lo mato dicen;I kill him;;;
itrokom lay;todos murieron;All died;;;
kom lay kiñemu;todos murieron en una parte;Everyone died in one part;;;
kiñeke chawünchelay pi;alguna una familia completa murieron dijo;Some a complete family died said;;;
kiñemu kuse lay;en una parte una anciana murio;In one part an old woman murio;;;
feymu fey feychi wentru;ahi entonces el hombre;then the man;;;
fey ñi kutranli ñi kawell;entonces esta enfermo mi caballo;Then my horse is sick;;;
puwüli ti wentru pingeki;llego el hombre le dicen;The man arrives tell him;;;
fey kisu komo kimluam;entonces ella la mujer como sabe;So her the woman as she knows;;;
kim winkasunguy;sabe hablar castellano;He knows how to speak Spanish;;;
ngütramuwürki inche;que converso yo;I convert me;;;
kimlan anka rüpütu;no se la mitad del camino;I don't know half the way;;;
kela tain kawellu;quedo nuestro caballo;I remain our horse;;;
fey;entonces;so;;;
lef lay ñi kawellu pu;murio espontaneamente su caballo pues;I spontaneously died his horse because;;;
feyngi lef lan;asi espontaneamente murio;Thus spontaneously murio;;;
fey inche kimlafin;eso yo no lo se;I don't know that;;;
chem kutrangen;que enfermedad es;What disease is;;;
inche re lapelay pifun;yo crei que murio sin enfermedad dije;I thought I died without a disease I said;;;
fey ilofin trülken entufin;entonces lo carnee lo descuere;Then the meat discounts;;;
dekuereafin;lo descuere;Discounted it;;;
fey ilotufiyin ti;entonces lo carneamos pues;Then we fuck it then;;;
ka salvayanolu;tambien no se iba salvar;It was also not saving;;;
presoafulu pingi;iba hacer preso  dicen;I was doing prisoner say;;;
fey chumngelay;entonces no le hicieron nada;Then they did nothing;;;
fey chi puche laypu;esas gentes murieron pues;Those people died then;;;
lankepi;murieron todos;They all died;;;
komlayngün;todos murieron;All died;;;
pichikeche;ninos chico;Chicked children;;;
pütrakeche may;persona grande pues;big person then;;;
fey lankepipi;esos murieron;Those died;;;
kurewen ke che;matrimonio tambien murieron;Marriage also died;;;
pichikeche ka lay;ninos chico tambien murieron;Chico Ninos also died;;;
feychi inolu;el que no comio;The one who did not eat;;;
fey fey montuypingi;esos eso se salvaron;That that was saved;;;
feyta luis tañi kureta;entonces la esposa de luis;Then Luis's wife;;;
fey ñi cheta larki;ese su gente que murieron pues;That his people who died then;;;
feyta ñi chawengu ñuke;entonces su padre y su madre;Then his father and mother;;;
luis taiñ ngüllanyetew;luis mi cunado;Luis Mi Cunado;;;
feyñi familia ke daki;esa familia quedaban;That family remained;;;
kom pu füren;todos pues es fuerte;All is strong;;;
maypu;si pues;Yes;;;
